708128733,Blue,125,1,105,1/1/2023,Week-1,Q1,2023,1814,0,5014,99,0,Swipe ,Entertainment,1303.64,0
708129933,Blue,350,1,77,1/1/2023,Week-1,Q1,2023,2072,1544,4210,64,0.745,Chip ,Entertainment,884.1,0
708132783,Blue,250,1,92,1/1/2023,Week-1,Q1,2023,16411,1179,3929,71,0.072,Swipe ,Food,785.8,1
708134283,Blue,125,1,101,1/1/2023,Week-1,Q1,2023,3131,629,1483,31,0.201,Swipe ,Food,311.43,0
708136908,Blue,110,1,73,1/1/2023,Week-1,Q1,2023,2616,801,4655,68,0.306,Swipe ,Entertainment,605.15,0
708139833,Blue,460,0,111,1/1/2023,Week-1,Q1,2023,6391,0,2323,44,0,Swipe ,Grocery,441.37,0
708145908,Blue,320,0,78,1/1/2023,Week-1,Q1,2023,4906,2185,3999,71,0.445,Swipe ,Bills,959.76,0
708147108,Blue,320,0,112,1/1/2023,Week-1,Q1,2023,21084,2517,2309,71,0.119,Swipe ,Travel,277.08,0
708148158,Blue,175,0,73,1/1/2023,Week-1,Q1,2023,1827,0,4207,86,0,Swipe ,Fuel,925.54,0
708151008,Blue,440,1,86,1/1/2023,Week-1,Q1,2023,6250,644,2433,41,0.103,Swipe ,Fuel,486.6,0
708152358,Blue,335,1,101,1/1/2023,Week-1,Q1,2023,18512,1664,8019,57,0.09,Swipe ,Food,721.71,0
708153558,Blue,375,0,150,1/1/2023,Week-1,Q1,2023,34516,1802,7936,101,0.052,Swipe ,Fuel,634.88,0
708154833,Blue,250,0,82,1/1/2023,Week-1,Q1,2023,1438.3,811,2336,46,0.564,Chip ,Fuel,630.72,0
708155733,Blue,335,0,88,1/1/2023,Week-1,Q1,2023,14734,1634,1289,23,0.111,Swipe ,Bills,296.47,0
708158133,Blue,110,1,131,1/1/2023,Week-1,Q1,2023,3031,2517,2188,50,0.83,Swipe ,Bills,350.08,1
708160008,Blue,375,1,96,1/1/2023,Week-1,Q1,2023,34516,1058,7412,84,0.031,Swipe ,Bills,1927.12,0
708161133,Blue,150,1,99,1/1/2023,Week-1,Q1,2023,6629,1389,3891,69,0.21,Swipe ,Fuel,466.92,0
708162558,Blue,420,0,88,1/1/2023,Week-1,Q1,2023,3250,1992,1355,36,0.613,Swipe ,Entertainment,189.7,1
708163758,Platinum,470,0,158,1/1/2023,Week-1,Q1,2023,34516,638,13085,139,0.018,Swipe ,Bills,2355.3,0
708170508,Blue,250,0,72,1/1/2023,Week-1,Q1,2023,1438.3,0,1651,42,0,Swipe ,Entertainment,462.28,0
708171858,Blue,100,1,104,1/1/2023,Week-1,Q1,2023,1864,1081,2607,44,0.58,Swipe ,Fuel,312.84,0
708173433,Blue,285,0,40,1/1/2023,Week-1,Q1,2023,5645,2324,2482,57,0.412,Swipe ,Food,496.4,0
708174708,Blue,175,1,69,1/1/2023,Week-1,Q1,2023,5535,1276,1764,38,0.231,Swipe ,Fuel,194.04,0
708176208,Blue,465,1,89,1/1/2023,Week-1,Q1,2023,7268,0,4199,80,0,Swipe ,Food,587.86,0
708177333,Silver,460,1,107,1/1/2023,Week-1,Q1,2023,11261,2485,1158,26,0.221,Swipe ,Bills,243.18,0
708178608,Blue,300,0,111,1/1/2023,Week-1,Q1,2023,2488,0,4226,73,0,Chip ,Grocery,253.56,0
708185208,Blue,110,1,74,1/1/2023,Week-1,Q1,2023,3178,1118,2010,31,0.352,Swipe ,Bills,180.9,0
708186933,Blue,195,1,102,1/1/2023,Week-1,Q1,2023,1819,725,2254,45,0.399,Swipe ,Bills,270.48,0
708190158,Blue,175,0,113,1/1/2023,Week-1,Q1,2023,2920,2426,2750,41,0.831,Swipe ,Food,632.5,0
708193008,Blue,340,0,148,1/1/2023,Week-1,Q1,2023,14480,0,1616,43,0,Online ,Entertainment,387.84,0
708195633,Silver,110,1,70,1/1/2023,Week-1,Q1,2023,34516,1182,2440,54,0.034,Online ,Entertainment,488,0
708197358,Blue,225,0,111,1/1/2023,Week-1,Q1,2023,30543,264,7784,63,0.009,Online ,Food,622.72,1
708204033,Blue,295,0,86,1/1/2023,Week-1,Q1,2023,2980,2093,4132,70,0.702,Chip ,Travel,826.4,1
708205083,Blue,125,1,151,1/1/2023,Week-1,Q1,2023,1438.3,0,4815,81,0,Chip ,Travel,337.05,1
708207783,Blue,355,1,107,1/1/2023,Week-1,Q1,2023,1477,0,4680,80,0,Swipe ,Entertainment,514.8,1
708208758,Blue,275,1,85,1/1/2023,Week-1,Q1,2023,1826,883,2199,48,0.484,Swipe ,Fuel,571.74,1
708211383,Blue,200,0,111,1/1/2023,Week-1,Q1,2023,2664,0,3906,74,0,Online ,Fuel,1054.62,1
708212658,Blue,190,1,70,1/1/2023,Week-1,Q1,2023,2193,1260,1799,47,0.575,Swipe ,Bills,521.71,1
708216108,Blue,300,1,93,1/1/2023,Week-1,Q1,2023,4088,1557,2250,39,0.381,Swipe ,Bills,157.5,1
708217758,Blue,475,0,96,1/1/2023,Week-1,Q1,2023,14035,2061,1606,30,0.147,Swipe ,Bills,385.44,1
708219108,Blue,300,1,95,1/1/2023,Week-1,Q1,2023,9959,1143,7300,77,0.115,Swipe ,Grocery,803,1
708219858,Blue,390,1,79,1/1/2023,Week-1,Q1,2023,6423,0,4295,70,0,Swipe ,Food,901.95,0
708222558,Blue,125,1,109,1/1/2023,Week-1,Q1,2023,2310,1513,4191,77,0.655,Chip ,Food,712.47,0
708223383,Blue,295,0,81,1/1/2023,Week-1,Q1,2023,11410,979,2736,38,0.086,Chip ,Bills,793.44,0
708224133,Blue,430,1,105,1/1/2023,Week-1,Q1,2023,2228,1480,4431,71,0.664,Swipe ,Grocery,841.89,0
708225483,Blue,200,1,68,1/1/2023,Week-1,Q1,2023,11242,1561,4246,81,0.139,Swipe ,Entertainment,806.74,0
708226833,Gold,415,0,96,1/1/2023,Week-1,Q1,2023,34516,831,13247,107,0.024,Swipe ,Food,1192.23,0
708229308,Blue,245,1,72,1/1/2023,Week-1,Q1,2023,3243,0,6059,71,0,Swipe ,Fuel,727.08,0
708231183,Blue,460,0,92,1/1/2023,Week-1,Q1,2023,12539,910,2643,72,0.073,Swipe ,Grocery,290.73,0
708234558,Blue,200,0,88,1/1/2023,Week-1,Q1,2023,2239,1340,4540,73,0.598,Chip ,Entertainment,635.6,0
708238833,Blue,365,1,61,1/1/2023,Week-1,Q1,2023,3032,2215,1387,30,0.731,Swipe ,Fuel,152.57,0
708241233,Blue,95,0,73,1/1/2023,Week-1,Q1,2023,2972,0,922,25,0,Swipe ,Bills,138.3,0
708242283,Blue,295,1,59,1/1/2023,Week-1,Q1,2023,5346,0,3253,80,0,Swipe ,Food,325.3,0
708243483,Blue,250,0,119,1/1/2023,Week-1,Q1,2023,14938,1155,2248,51,0.077,Swipe ,Bills,427.12,0
708244458,Blue,405,1,91,1/1/2023,Week-1,Q1,2023,2793,1517,3485,72,0.543,Swipe ,Food,383.35,0
708245808,Gold,455,0,78,1/1/2023,Week-1,Q1,2023,19671,924,13908,124,0.047,Swipe ,Travel,2503.44,0
708248358,Silver,200,1,67,1/1/2023,Week-1,Q1,2023,29937,0,14863,109,0,Online ,Bills,1932.19,0
708249708,Blue,300,1,92,1/1/2023,Week-1,Q1,2023,4844,1576,1489,48,0.325,Swipe ,Fuel,253.13,0
708252108,Blue,475,1,162,1/1/2023,Week-1,Q1,2023,7362,1907,4065,65,0.259,Chip ,Fuel,243.9,0
708253458,Blue,125,1,113,1/1/2023,Week-1,Q1,2023,5528,1823,4857,81,0.33,Swipe ,Food,1408.53,0
708254733,Blue,325,1,73,1/1/2023,Week-1,Q1,2023,2968,1873,5171,85,0.631,Swipe ,Fuel,1241.04,0
708255633,Blue,200,0,110,1/1/2023,Week-1,Q1,2023,3761,1710,3240,65,0.455,Swipe ,Fuel,550.8,0
708260208,Blue,150,1,86,1/1/2023,Week-1,Q1,2023,2057,1279,4321,76,0.622,Chip ,Food,1123.46,0
708266883,Blue,355,0,136,1/1/2023,Week-1,Q1,2023,1666,0,2312,35,0,Swipe ,Food,184.96,0
708267858,Blue,140,0,115,1/1/2023,Week-1,Q1,2023,6088,2145,2098,52,0.352,Swipe ,Entertainment,482.54,0
708269583,Blue,335,1,102,1/1/2023,Week-1,Q1,2023,2029,1377,4014,86,0.679,Chip ,Entertainment,1003.5,0
708271833,Silver,195,1,63,1/1/2023,Week-1,Q1,2023,15069,1843,3464,67,0.122,Online ,Bills,831.36,0
708272808,Blue,150,0,76,1/1/2023,Week-1,Q1,2023,2718,1474,3542,59,0.542,Chip ,Fuel,566.72,0
708273858,Blue,355,1,112,1/1/2023,Week-1,Q1,2023,34516,0,3734,80,0,Swipe ,Fuel,522.76,0
708276183,Blue,375,0,91,1/1/2023,Week-1,Q1,2023,1760,0,1554,35,0,Swipe ,Bills,279.72,0
708281433,Blue,335,0,81,1/1/2023,Week-1,Q1,2023,1438.3,0,3848,75,0,Swipe ,Food,269.36,0
708285108,Blue,420,1,80,1/1/2023,Week-1,Q1,2023,6128,2239,13505,116,0.365,Swipe ,Fuel,1620.6,1
708286683,Blue,250,0,67,1/1/2023,Week-1,Q1,2023,12045,1749,4884,86,0.145,Swipe ,Bills,1123.32,1
708288108,Blue,360,1,118,1/1/2023,Week-1,Q1,2023,5639,1547,647,15,0.274,Swipe ,Bills,135.87,1
708290208,Silver,355,1,109,1/1/2023,Week-1,Q1,2023,13608,1190,3118,76,0.087,Chip ,Entertainment,841.86,1
708291633,Blue,390,1,100,1/1/2023,Week-1,Q1,2023,4651,2499,5097,79,0.537,Swipe ,Entertainment,1223.28,1
708292833,Blue,150,1,59,1/1/2023,Week-1,Q1,2023,27389,1250,2754,60,0.046,Online ,Bills,247.86,1
708295533,Blue,250,0,106,1/1/2023,Week-1,Q1,2023,3549,1880,1215,22,0.53,Swipe ,Travel,230.85,1
708296883,Blue,280,0,93,1/1/2023,Week-1,Q1,2023,11749,788,1178,27,0.067,Swipe ,Travel,259.16,1
708298233,Blue,125,0,72,1/1/2023,Week-1,Q1,2023,6184,0,1756,49,0,Swipe ,Fuel,456.56,1
708300483,Blue,245,0,110,1/1/2023,Week-1,Q1,2023,7882,605,704,16,0.077,Swipe ,Travel,197.12,1
708301683,Blue,125,0,89,1/1/2023,Week-1,Q1,2023,20798,1059,8038,90,0.051,Swipe ,Food,2009.5,0
708303108,Blue,175,0,88,1/1/2023,Week-1,Q1,2023,1770,1706,4940,94,0.964,Swipe ,Grocery,1037.4,0
708307533,Blue,345,0,89,1/1/2023,Week-1,Q1,2023,3086,0,4129,81,0,Swipe ,Food,371.61,0
708313608,Blue,245,1,61,1/1/2023,Week-1,Q1,2023,2464,2116,2110,43,0.859,Swipe ,Food,274.3,0
708314808,Blue,100,1,111,1/1/2023,Week-1,Q1,2023,5659,1393,1570,40,0.246,Swipe ,Fuel,298.3,0
708316008,Blue,345,1,108,1/1/2023,Week-1,Q1,2023,10031,0,1792,29,0,Swipe ,Fuel,394.24,0
708319908,Blue,300,0,92,1/1/2023,Week-1,Q1,2023,4116,1473,8667,70,0.358,Online ,Travel,1820.07,0
708323208,Blue,290,1,118,1/1/2023,Week-1,Q1,2023,1522,0,2241,36,0,Swipe ,Food,403.38,0
708324483,Blue,290,1,70,1/1/2023,Week-1,Q1,2023,1548,0,4420,71,0,Chip ,Bills,707.2,0
708330858,Blue,250,1,133,1/1/2023,Week-1,Q1,2023,8249,1381,678,11,0.167,Swipe ,Travel,122.04,0
708331758,Silver,250,0,120,1/1/2023,Week-1,Q1,2023,32444,1843,3725,60,0.057,Swipe ,Fuel,409.75,0
708332808,Blue,470,1,111,1/1/2023,Week-1,Q1,2023,3471,0,14381,115,0,Swipe ,Fuel,3163.82,0
708334158,Blue,200,0,98,1/1/2023,Week-1,Q1,2023,9863,686,3068,58,0.07,Chip ,Entertainment,306.8,0
708337683,Blue,465,1,98,1/1/2023,Week-1,Q1,2023,21800,893,3820,62,0.041,Chip ,Entertainment,573,0
708338958,Blue,200,1,54,1/1/2023,Week-1,Q1,2023,3173,1713,3797,75,0.54,Chip ,Bills,341.73,0
708340758,Blue,300,0,88,1/1/2023,Week-1,Q1,2023,7769,0,8109,74,0,Chip ,Grocery,1054.17,0
708341958,Blue,175,1,75,1/1/2023,Week-1,Q1,2023,2061,1904,4480,86,0.924,Swipe ,Food,716.8,0
708344358,Blue,125,1,81,1/1/2023,Week-1,Q1,2023,2495,1354,1311,31,0.543,Swipe ,Travel,249.09,0
708347583,Blue,465,1,42,1/1/2023,Week-1,Q1,2023,2509,1144,1804,38,0.456,Swipe ,Grocery,378.84,0
708354858,Blue,200,0,58,1/1/2023,Week-1,Q1,2023,14938,0,8192,80,0,Swipe ,Bills,491.52,0
708355683,Blue,285,0,46,1/1/2023,Week-1,Q1,2023,16815,0,2976,65,0,Swipe ,Fuel,624.96,0
708357183,Blue,300,1,139,1/1/2023,Week-1,Q1,2023,1438.3,0,3511,64,0,Chip ,Fuel,702.2,0
708358683,Silver,100,0,92,1/1/2023,Week-1,Q1,2023,34516,1236,1665,40,0.036,Swipe ,Bills,449.55,0
708360108,Blue,245,1,71,1/1/2023,Week-1,Q1,2023,2800,1338,4869,90,0.478,Chip ,Grocery,779.04,0
708361833,Blue,460,0,76,1/1/2023,Week-1,Q1,2023,19430,0,3650,80,0,Swipe ,Fuel,511,0
708367908,Blue,190,0,87,1/1/2023,Week-1,Q1,2023,3022,1627,4390,82,0.538,Chip ,Bills,614.6,1
708369633,Gold,250,1,100,1/1/2023,Week-1,Q1,2023,15487,1847,7031,67,0.119,Swipe ,Bills,1054.65,1
708371733,Blue,300,1,83,1/1/2023,Week-1,Q1,2023,4662,0,4931,81,0,Swipe ,Fuel,1084.82,1
708373083,Blue,175,1,110,1/1/2023,Week-1,Q1,2023,3356,2517,2032,39,0.75,Swipe ,Fuel,467.36,1
708375858,Blue,405,0,83,1/1/2023,Week-1,Q1,2023,2776,1341,4318,68,0.483,Swipe ,Grocery,302.26,1
708376983,Blue,485,1,149,1/1/2023,Week-1,Q1,2023,8513,799,2119,37,0.094,Swipe ,Food,127.14,1
708378108,Blue,245,0,97,1/1/2023,Week-1,Q1,2023,2147,771,4631,76,0.359,Chip ,Bills,787.27,0
708382083,Blue,245,1,93,1/1/2023,Week-1,Q1,2023,2292,0,2584,60,0,Swipe ,Bills,335.92,0
708384033,Blue,420,1,108,1/1/2023,Week-1,Q1,2023,2745,2463,2466,39,0.897,Swipe ,Food,345.24,0
708385533,Silver,335,1,99,1/1/2023,Week-1,Q1,2023,11059,0,9524,80,0,Chip ,Grocery,1523.84,0
708386958,Blue,245,1,88,1/1/2023,Week-1,Q1,2023,1561,0,1947,28,0,Swipe ,Bills,175.23,0
708387933,Blue,195,0,114,1/1/2023,Week-1,Q1,2023,5500,0,14357,110,0,Swipe ,Bills,1435.7,0
708390633,Blue,475,0,81,1/1/2023,Week-1,Q1,2023,2421,2312,4219,69,0.955,Chip ,Bills,295.33,0
708393633,Blue,190,0,66,1/1/2023,Week-1,Q1,2023,2685,1647,4625,94,0.613,Chip ,Fuel,370,0
708394908,Blue,365,1,56,1/1/2023,Week-1,Q1,2023,2337,1442,3945,65,0.617,Chip ,Entertainment,276.15,0
708396033,Blue,175,0,80,1/1/2023,Week-1,Q1,2023,2490,1059,12257,101,0.425,Swipe ,Bills,3064.25,0
708397008,Blue,200,1,70,1/1/2023,Week-1,Q1,2023,3805,821,4326,67,0.216,Swipe ,Food,865.2,0
708398283,Blue,125,1,101,1/1/2023,Week-1,Q1,2023,4394,885,1377,32,0.201,Swipe ,Bills,275.4,0
708399858,Blue,415,1,68,1/1/2023,Week-1,Q1,2023,2548,2250,4747,77,0.883,Swipe ,Entertainment,712.05,0
708402333,Blue,395,1,68,1/1/2023,Week-1,Q1,2023,4549,1313,4782,88,0.289,Chip ,Fuel,1243.32,0
708403308,Silver,425,1,99,1/1/2023,Week-1,Q1,2023,15133,1663,4392,68,0.11,Chip ,Bills,570.96,0
708404883,Blue,370,0,93,1/1/2023,Week-1,Q1,2023,27804,0,2761,57,0,Chip ,Entertainment,745.47,0
708406083,Blue,380,1,111,1/1/2023,Week-1,Q1,2023,3436,2493,5211,90,0.726,Online ,Bills,1094.31,0
708412758,Blue,140,1,47,1/1/2023,Week-1,Q1,2023,1457,0,2200,45,0,Chip ,Food,374,0
708414033,Blue,245,0,93,1/1/2023,Week-1,Q1,2023,2845,1153,3730,66,0.405,Swipe ,Fuel,634.1,0
708416433,Blue,125,1,73,1/1/2023,Week-1,Q1,2023,2372,0,2499,41,0,Swipe ,Grocery,449.82,0
708419733,Blue,365,0,66,1/1/2023,Week-1,Q1,2023,22599,0,4739,55,0,Swipe ,Food,1374.31,0
708421833,Blue,390,0,85,1/1/2023,Week-1,Q1,2023,3342,2517,1139,30,0.753,Online ,Bills,193.63,0
708423933,Blue,450,1,57,1/1/2023,Week-1,Q1,2023,6103,0,3203,64,0,Swipe ,Bills,288.27,0
708426483,Blue,455,0,105,1/1/2023,Week-1,Q1,2023,5816,716,3534,73,0.123,Swipe ,Entertainment,530.1,0
708427908,Blue,395,1,100,1/1/2023,Week-1,Q1,2023,2035,1343,4643,86,0.66,Chip ,Fuel,325.01,0
708428958,Gold,345,0,110,1/1/2023,Week-1,Q1,2023,34516,0,9179,113,0,Swipe ,Bills,2019.38,0
708431433,Blue,225,1,115,1/1/2023,Week-1,Q1,2023,11789,1420,1463,32,0.12,Swipe ,Bills,365.75,0
708433683,Blue,125,0,121,1/1/2023,Week-1,Q1,2023,3164,2201,4410,86,0.696,Online ,Entertainment,1146.6,0
708434733,Blue,385,0,89,1/1/2023,Week-1,Q1,2023,6735,2289,1249,28,0.34,Swipe ,Grocery,262.29,1
708438033,Blue,175,1,78,1/1/2023,Week-1,Q1,2023,3049,2198,2617,48,0.721,Swipe ,Entertainment,575.74,1
708442158,Blue,275,0,127,1/1/2023,Week-1,Q1,2023,6182,1516,3801,61,0.245,Chip ,Bills,988.26,1
708445608,Blue,490,0,43,1/1/2023,Week-1,Q1,2023,3305,2517,2027,57,0.762,Swipe ,Entertainment,222.97,1
708446808,Blue,250,1,87,1/1/2023,Week-1,Q1,2023,2946,1359,2017,48,0.461,Swipe ,Bills,564.76,1
708447858,Blue,385,0,92,1/1/2023,Week-1,Q1,2023,3850,0,15107,117,0,Chip ,Entertainment,2417.12,1
708450033,Blue,465,1,77,1/1/2023,Week-1,Q1,2023,2605,2269,5298,79,0.871,Swipe ,Fuel,370.86,1
708451233,Blue,410,1,83,1/1/2023,Week-1,Q1,2023,5090,1650,3707,72,0.324,Swipe ,Fuel,593.12,1
708453408,Blue,355,0,93,1/1/2023,Week-1,Q1,2023,16050,0,3721,62,0,Swipe ,Bills,893.04,1
708455883,Blue,175,1,44,1/1/2023,Week-1,Q1,2023,10244,861,1127,29,0.084,Swipe ,Bills,202.86,0
708459633,Blue,380,1,92,1/1/2023,Week-1,Q1,2023,5815,1698,1604,42,0.292,Swipe ,Entertainment,352.88,0
708462258,Silver,270,1,83,1/1/2023,Week-1,Q1,2023,5189,1171,16563,94,0.226,Chip ,Travel,1821.93,0
708469533,Blue,250,1,66,1/1/2023,Week-1,Q1,2023,5395,1439,3523,79,0.267,Chip ,Fuel,493.22,0
708472008,Blue,325,0,105,1/1/2023,Week-1,Q1,2023,6680,1839,7632,95,0.275,Swipe ,Bills,1984.32,0
708473133,Blue,150,1,111,1/1/2023,Week-1,Q1,2023,1677,0,4588,68,0,Chip ,Fuel,1284.64,0
708474333,Blue,465,0,89,1/1/2023,Week-1,Q1,2023,12294,2517,7906,87,0.205,Online ,Bills,790.6,0
708476808,Blue,320,0,124,1/1/2023,Week-1,Q1,2023,33791,1960,1047,31,0.058,Swipe ,Bills,188.46,0
708478233,Blue,395,1,119,1/1/2023,Week-1,Q1,2023,5573,1238,4348,90,0.222,Swipe ,Fuel,869.6,0
708480333,Blue,460,0,95,1/1/2023,Week-1,Q1,2023,2163,932,2229,57,0.431,Swipe ,Bills,534.96,0
708482658,Silver,125,1,87,1/1/2023,Week-1,Q1,2023,9959,1946,15594,114,0.195,Chip ,Travel,2495.04,0
708483708,Blue,250,0,74,1/1/2023,Week-1,Q1,2023,28600,0,4336,66,0,Swipe ,Travel,1214.08,0
708486033,Blue,395,0,83,1/1/2023,Week-1,Q1,2023,16547,1521,1782,48,0.092,Swipe ,Entertainment,267.3,0
708488208,Blue,125,0,161,1/1/2023,Week-1,Q1,2023,2515,1922,2231,58,0.764,Swipe ,Bills,267.72,0
708489258,Blue,250,1,84,1/1/2023,Week-1,Q1,2023,1438.3,988,3561,72,0.687,Chip ,Bills,249.27,0
708491508,Blue,465,0,116,1/1/2023,Week-1,Q1,2023,13906,1430,3856,68,0.103,Chip ,Grocery,964,0
708492558,Blue,95,1,74,1/1/2023,Week-1,Q1,2023,15088,865,1107,21,0.057,Swipe ,Bills,77.49,0
708494583,Blue,375,1,107,1/1/2023,Week-1,Q1,2023,1902,0,3731,53,0,Swipe ,Fuel,559.65,0
708496833,Blue,150,0,100,1/1/2023,Week-1,Q1,2023,4613,0,8970,78,0,Chip ,Grocery,627.9,0
708498033,Blue,335,1,79,1/1/2023,Week-1,Q1,2023,2279,1837,2789,52,0.806,Swipe ,Grocery,753.03,0
708499608,Silver,220,1,67,1/1/2023,Week-1,Q1,2023,15525,1299,4042,78,0.084,Chip ,Food,970.08,0
708500883,Silver,350,0,118,1/1/2023,Week-1,Q1,2023,17812,0,8379,106,0,Swipe ,Fuel,1424.43,0
708501783,Blue,315,0,75,1/1/2023,Week-1,Q1,2023,34516,1477,1868,40,0.043,Chip ,Bills,504.36,0
708502908,Silver,455,0,115,1/1/2023,Week-1,Q1,2023,26218,0,3925,88,0,Swipe ,Fuel,785,0
708504783,Blue,350,1,100,1/1/2023,Week-1,Q1,2023,10960,1333,3480,62,0.122,Chip ,Food,939.6,0
708506508,Blue,430,0,69,1/1/2023,Week-1,Q1,2023,2884,1144,4887,90,0.397,Swipe ,Entertainment,439.83,0
708507483,Blue,455,0,106,8/1/2023,Week-2,Q1,2023,1477,0,4802,82,0,Chip ,Grocery,768.32,0
708508758,Blue,375,1,52,8/1/2023,Week-2,Q1,2023,1438.3,0,692,16,0,Swipe ,Bills,76.12,0
708510858,Blue,300,1,81,8/1/2023,Week-2,Q1,2023,4905,2413,15478,109,0.492,Swipe ,Food,3714.72,0
708511983,Blue,415,0,61,8/1/2023,Week-2,Q1,2023,1663,0,3950,82,0,Chip ,Fuel,276.5,0
708513183,Blue,100,0,81,8/1/2023,Week-2,Q1,2023,4323,1267,3078,58,0.293,Swipe ,Bills,430.92,0
708514383,Blue,420,0,78,8/1/2023,Week-2,Q1,2023,3809,1172,4314,81,0.308,Swipe ,Food,301.98,0
708515358,Blue,190,1,104,8/1/2023,Week-2,Q1,2023,4712,0,4216,82,0,Chip ,Entertainment,505.92,0
708516558,Blue,395,0,68,8/1/2023,Week-2,Q1,2023,2588,1782,4159,83,0.689,Swipe ,Grocery,415.9,0
708519108,Blue,300,1,94,8/1/2023,Week-2,Q1,2023,2694,1576,2041,57,0.585,Swipe ,Entertainment,571.48,0
708522033,Blue,480,0,95,8/1/2023,Week-2,Q1,2023,12299,1664,15060,90,0.135,Chip ,Fuel,2108.4,0
708525108,Blue,175,1,116,8/1/2023,Week-2,Q1,2023,2156,1134,4120,77,0.526,Swipe ,Food,329.6,0
708528483,Blue,435,1,55,8/1/2023,Week-2,Q1,2023,3187,2430,1387,33,0.762,Swipe ,Bills,124.83,0
708532308,Blue,245,0,116,8/1/2023,Week-2,Q1,2023,11419,2517,3000,70,0.22,Swipe ,Grocery,750,0
708534033,Blue,225,1,88,8/1/2023,Week-2,Q1,2023,6274,883,4726,82,0.141,Swipe ,Entertainment,1276.02,0
708535158,Blue,245,0,73,8/1/2023,Week-2,Q1,2023,9959,1501,8505,86,0.151,Swipe ,Entertainment,2466.45,0
708536283,Blue,190,1,100,8/1/2023,Week-2,Q1,2023,2904,2517,2653,46,0.867,Swipe ,Entertainment,583.66,0
708538608,Blue,125,1,51,8/1/2023,Week-2,Q1,2023,3862,0,4058,81,0,Chip ,Fuel,243.48,0
708539583,Blue,395,1,92,8/1/2023,Week-2,Q1,2023,19897,2232,3979,63,0.112,Chip ,Entertainment,1034.54,0
708542283,Blue,200,0,74,8/1/2023,Week-2,Q1,2023,2495,2061,4399,70,0.826,Swipe ,Entertainment,659.85,0
708543258,Blue,95,0,48,8/1/2023,Week-2,Q1,2023,2607,1880,2045,39,0.721,Swipe ,Bills,388.55,0
708545058,Blue,150,1,105,8/1/2023,Week-2,Q1,2023,1438.3,986,5136,81,0.686,Swipe ,Entertainment,1027.2,0
708549033,Blue,440,1,149,8/1/2023,Week-2,Q1,2023,2055,1276,5025,70,0.621,Online ,Bills,753.75,0
708551508,Blue,450,1,72,8/1/2023,Week-2,Q1,2023,3264,2508,4966,78,0.768,Swipe ,Bills,744.9,0
708553008,Blue,425,0,147,8/1/2023,Week-2,Q1,2023,2148,1103,4711,64,0.514,Swipe ,Food,1366.19,0
708555633,Silver,300,1,164,8/1/2023,Week-2,Q1,2023,3548,2517,15157,97,0.709,Swipe ,Bills,1212.56,0
708557358,Blue,250,1,110,8/1/2023,Week-2,Q1,2023,22157,1355,1911,55,0.061,Swipe ,Bills,305.76,0
